date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:33:05	169/169	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/bg/white-gradient-light-context-50px.png/42778b73b89b.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/bg/white-gradient-light-context-50px.png/42778b73b89b.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:05	86/86	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:26%20GMT	https://www.instagram.com/static/images/shared/nav-shadow.png/a1cc027b10ce.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/shared/nav-shadow.png/a1cc027b10ce.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:05	226/226	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:26%20GMT	https://www.instagram.com/static/images/shared/nav-arrow.png/d71063480e46.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/shared/nav-arrow.png/d71063480e46.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:05	229/229	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/shared/nav-active-arrow.png/fba88afff633.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/shared/nav-active-arrow.png/fba88afff633.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:06	125/125	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:26%20GMT	https://www.instagram.com/static/images/shared/three-dots.png/54b421c4d294.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/shared/three-dots.png/54b421c4d294.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:06	971/971	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/images/glyphs/disclosure-down@2x.png/970bdcaa6ff1.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/glyphs/disclosure-down@2x.png/970bdcaa6ff1.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:06	746/746	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/images/glyphs/arrow-right.png/064cfd1e1d20.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/glyphs/arrow-right.png/064cfd1e1d20.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:06	1204/1204	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/glyphs/here.png/3077de108079.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/glyphs/here.png/3077de108079.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:07	340/340	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/images/shared/nav-arrow@2x.png/87cc4d757203.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/shared/nav-arrow@2x.png/87cc4d757203.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:07	4352/4352	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/images/glyphs/glyphicons-halflings.png/531d4b607365.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/glyphs/glyphicons-halflings.png/531d4b607365.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:07	4352/4352	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/glyphs/glyphicons-halflings-white.png/11118ae8db79.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/glyphs/glyphicons-halflings-white.png/11118ae8db79.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:07	4608/4608	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:29%20GMT	https://www.instagram.com/static/images/bg/body_noise.png/57bcab2a762d.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/bg/body_noise.png/57bcab2a762d.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:08	11568/11568	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/badges/badges-header-bg.png/38ef8dfdb791.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/badges/badges-header-bg.png/38ef8dfdb791.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:08	21380/21380	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/images/badges/badges-header-icons.png/da6e08bf1f4c.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/badges/badges-header-icons.png/da6e08bf1f4c.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:08	83282/83282	---M-Z	200	added ('OK')	image/jpeg	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/jobs/header-photo.jpg/ff71d11e000b.jpg	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/jobs/header-photo.jpg/ff71d11e000b.jpg	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:08	12355/12355	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/images/badges/badges-footer-bg.png/96d1200a1fcb.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/badges/badges-footer-bg.png/96d1200a1fcb.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:08	5611/5611	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/images/badges/badges-glyph.png/f5cfc7c06abd.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/badges/badges-glyph.png/f5cfc7c06abd.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:09	77316/77316	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:28%20GMT	https://www.instagram.com/static/images/badges/badges-header-icons@2x.png/ac15295f7f35.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/badges/badges-header-icons@2x.png/ac15295f7f35.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
16:33:09	14936/14936	---M-Z	200	added ('OK')	image/png	date:Wed,%2028%20Sep%202016%2023:55:27%20GMT	https://www.instagram.com/static/images/badges/badges-glyph@2x.png/de23d0b083ac.png	C:/Users/DEFCON-PC/Desktop/Instagram/Instagram/www.instagram.com/static/images/badges/badges-glyph@2x.png/de23d0b083ac.png	(from https://www.instagram.com/static/styles/public/public-main.css/355c90e1c70f.css)
